￣―＿―￣―＿―￣―＿―￣―＿―通￣―＿―￣―＿―￣―＿―￣―＿―風￣―＿―￣―＿―￣―＿―￣―＿―性￣―＿―￣―＿―￣―＿,221630
￣―＿―￣―＿―￣―＿―￣―＿―通￣―＿―￣―＿―￣―＿―￣―＿―風￣―＿―￣―＿―￣―＿―￣―＿―性￣―＿―￣―＿―￣―＿―,221630
￣―＿―￣―＿―￣―＿―￣―＿―通￣―＿―￣―＿―￣―＿―￣―＿―風￣―＿―￣―＿―￣―＿―￣―＿―性￣―＿―￣―＿―￣―＿,221630
￣―＿―￣―＿―￣―＿―￣―＿―通￣―＿―￣―＿―￣―＿―￣―＿―風￣―＿―￣―＿―￣―＿―￣―＿―性￣―＿―￣―＿―￣―＿―,221630
￣―＿―￣―＿―￣―＿―￣―＿―通￣―＿―￣―＿―￣―＿―￣―＿―風￣―＿―￣―＿―￣―＿―￣―＿―性￣―＿―￣―＿―￣―＿,221630
￣―＿―￣―＿―￣―＿―￣―＿―通￣―＿―￣―＿―￣―＿―￣―＿―風￣―＿―￣―＿―￣―＿―￣―＿―性￣―＿―￣―＿―￣―＿―,221630
除,217800
★,217350
駆,216850
★,216630
猫,216400
Ｑ好きな言葉は？,215120
血液型はAV型,213510
←マイミク同士→,211450
誕生日は12月いつか（あやふや）,211450
腰パンパンと性レギュラーを狙っていたようだ,207590
常にマイミクで,206560
※イカ姉さんには流される,204490
※エビでタイを釣る,204490
※牡蠣には中毒になる,204490
蟹に流されない,204490
アグレッシブ●ニスライダー,200220
日吉和菓子　2円（税込）,198850
びわ,197680
マリモＺないんですか！？,196610
豆☆板☆醤,195500
こんなに早く大根下ろして食うとは・・・,193400
湯浅でええええええええええええええええええええええええええええええええええええす,179050
湯浅でえええええええええええええええええええええええええええええええええええええす,179050
湯浅でえええええええええええええええええええええええええええええええええええええええええす,179050
湯浅でえええええええええええええええええええええええええええええええええええええす,179050
湯浅でええええええええええええええええええええええええええええええええええええええす,179050
湯浅でえええええええええええええええええええええええええええええええええええす,179050
湯浅でえええええええええええええええええええええええええええええええええええええええええええええす,179050
ベスト　ソニー賞,175520
プレイステーション,174420
（もうちょっと近付いてみよう・・・）,169010
　　　　　　　　　　　　　　　　（あれ？聞こえなかったのかな？）,165310
　　　　　　　　　　　　　　　　　　　　　　　　　　↓熱くスルー中,165310
僕を熱くスルー,164480
＼ドドンッパ／,157510
難易度の高いデブで～す★,155490
※一般人が紛れ込んだようです,151900
※店長がログインしました,151900
相変わらず誰？,150580
ピヨシート,143450
あいつの実家がボブ術の道場をやってるラッシュ,140630
＼YO／＼なう／,138220
穴と口のフォームに加えて,136520
童貞タイム☆　童貞！童貞！童貞！童貞！童貞！童貞！,497260
湯浅でーーーーーーーーーーーす,454230
PLAYSTATION,448420
湯浅プリンスオブTENIS～♪,412860
ひびしさ～,390280
つよさゆえの～,388160
考えさせるん～,384790
俺に人生を～,380320
むかつくほどだぜぇ,364270
ぺにいいいいいいいいいいいいす,323690
越前竜馬！,294820
うつぶせ！,277730
墓参り・・・,495040
ありがとうsm27,519310
とかてか・・・,490040
夕飯だ！　さていこか！,462790
白菜タイム,357290
尻すげぇｗｗｗｗ,350280
うつぶせ！,276140
ＵＫ堂ー！,253670
やるー！,241170
□□■□□■□■□□□□□□□□□□□□□,263180
□□■□□■□■□□□□□□□□□□□□□□□,246580
□□■□□■□■□□□□□□□□□□□□□,246580
□□■□□■□■□□□□□□□□□□□□,246580
□□■□□■□■□□□□□□□□□,246580
□□■□□■□■□□□□,246580
いまだにコメントしてるやつがいんのか・・・,471840
⊂二二二(　＾ω＾二⊃,310600
ブーン　/⌒ヽ,310600
あああああ,471820
米だけで吹ける,374940
字幕ありがとう,343030
これは酷い,494570
職人お疲れ様・・・；；,520530
るん♪,383200
ノ,511500
すごいｗｗｗ,474000
sugewww,333220
職人おつかれさま,520420
職人自重しろｗｗｗ,459650
湯浅でええええええええええええええええええええええええええええす,318950
　　　　　　　　　　　　　　　　　　樹海→,483190
湯浅でええええええす,456010
バカ,438250
☁ฺ,316080
▊▊,316080
□,316080
■■,316080
ＹＵＡＳＡ,416410
沙ラム,395450
虚しくコメントが響く・・・,475730
病魔君・・・好き・・・///,474760
‌　　　　　　　　　　＼やった勝った！／,472110
SEX☆ゲーム☆夢中☆ウホッ！,471140
おっぱい☆しょんべん,468620
／いらっしゃーい！＼,467130
ゲイむせる！,465740
勝ったケロ♪,464990
～ケロちゃんから重大発表～,462590
キュ,461680
‌　　　　　　　　　　　　　　　　　　　　　　　　　パコーン,460570
ぺニイイイイイイイイイイイイイイイイイイイイイイイイイイイイイイス,456720
ぺニイイイイイイイイイイイイイイイイイイイイイイイス,456020
ぺニイイイイイイイイイイイイイイイイイイイイイイイイイイス,455670
ぺニイイイイイイイイイイイイイイイイイイイイイイイイス,455130
プリンスオブ,455130
湯浅,455130
‌ ‌,455130
夕飯だ！,453730
湯浅でえええええす,452620
リンスーを手にー,450890
リンスおおお手にいいい,450890
ベスト☆ソニー賞,448870
Best SONY賞,448870
湯浅でええす,446880
湯浅でえええす,446880
Play Station,445500
プレイステーション,445500
‌　　　　　　　　　　　　　　　　　　　　　＼え・・・でも猫駆除のバイトが・・・／,442720
後で百均でも寄る？,441800
(全否定),440520
＼ねーよwww／,440430
カレノベストテンションナノカモシレナイ,438840
アレガ＝フォン＝ライロ,436830
いやん♪,436080
プレイできると思いマスケル,434060
いつも以上にテンションが上がって,432540
‌　　　　　　　　　　　　　　　　　　　　　　　ペスカ星→☆,430100
‌‌ ‌,430100
‌ ‌,430100
あのペスカ星を目の前で見たんだ,430100
クソしてぇ！,429010
ウッフンが溜まってたんだなあ,427900
みんなの試合見てて,426450
越前の奴ずっとハンケツで,423810
節電中.....,407880
そうか？(嫉妬),422660
病魔君しゅごおおおおおおおおおい！,421290
●～●～●～●～●～●～●～●～●～●～,418140
●～●～●～●～●～●～,418140
うおー精○止まんねぇ！,418140
湯浅プリンスオブぺニイイイイイイイイイイイイイイイイイイイイイイイイイイイイイイイイイイイイス,415130
湯浅プリンスオブぺニイイイイイイイイイイイイイイイイイイイイイス,414630
湯浅プリンスオブぺニイイイイイイイイイイイイイイイイイイイイス,414460
湯浅プリンスオブぺニイイイイイイイイイイイイイイイイイス,414150
ペニスの王子様,410320
‌ ‌‌,410320
‌ ‌,410320
おまえはまさし君(５歳),406220
信長にー会うー,403540
